vivino_id,winery,year,name,type,rating,price,country,region,image_url
2614949,Quinta da Ponte Pedrinha,2013,Quinta da Ponte Pedrinha Branco 2013,white,3.7,4.95,Portugal,Dão,//images.vivino.com/thumbs/TTKIwT1SSu-oADl1-7el4w_pl_480x640.png
2138705,Pontual,2017,Pontual Reserva 2017,red,4.0,9.5,Portugal,Alentejano,//images.vivino.com/labels/VlKvZUd8Rl-QUmU9vnzmlQ.jpg
2318125,Quinta do Piloto,2016,Quinta do Piloto Piloto Collection Cabernet Sauvignon 2016,red,3.8,9.09,Portugal,Península de Setúbal,//images.vivino.com/wineries/107546/wines/001doodi7r9cn.jpg
1297076,Cabriz,2016,Cabriz Dão Escolha 2016,red,3.7,6.05,Portugal,Dão,//images.vivino.com/labels/nNhKr7brQmmAr1za2gujwA.jpg
4650591,Quinta do Pinto,2015,Quinta do Pinto Reserva Touriga Nacional 2015,red,3.8,13.84,Portugal,Alenquer,//images.vivino.com/thumbs/siEegGp2Q5mE4wTd3NGNIw_pl_480x640.png
4089126,Herdade da Farizoa,2012,Herdade da Farizoa Grande Reserva 2012,red,4.1,49.36,Portugal,Borba,//images.vivino.com/thumbs/36s74xLyTliu6xVFUGlDfA_pl_480x640.png
20592,Quinta do Valdoeiro,2018,Quinta do Valdoeiro Chardonnay 2018,white,3.7,7.06,Portugal,Bairrada,//images.vivino.com/labels/nO0_6U0-SMOM5Grfv6DYqA.jpg
5095417,Herdade do Portocarro,2011,Herdade do Portocarro Partage Touriga Nacional 2011,red,4.4,40.63,Portugal,Península de Setúbal,//images.vivino.com/labels/pZdE0YYLQEeIvpOUdugFtw.jpg
1545352,Duvalley,2012,Duvalley Grande Reserva Tinto 2012,red,4.6,50.09,Portugal,Douro,//images.vivino.com/labels/o_ccOUoBRs6z204guT4iCw.jpg
2346003,Messias,2013,Messias Douro Quinta do Cachão Reserva 2013,red,3.8,9.89,Portugal,Douro,//images.vivino.com/labels/SbphYramSwq29_5_X0cKIA.jpg
1169273,Quinta do Passadouro,2017,Quinta do Passadouro Passa Tinto 2017,red,3.8,7.24,Portugal,Douro,//images.vivino.com/thumbs/fL0XHoYJS6y02BNgX-_pnA_pl_480x640.png
2795722,Quinta dos Carvalhais,2012,Quinta dos Carvalhais Dão Reserva Branco 2012,white,4.1,17.9,Portugal,Dão,//images.vivino.com/thumbs/UgVLQLsOQDuw6IUbDiOLDA_pl_480x640.png
2424181,Fonte do Ouro,2013,Fonte do Ouro Tinto Reserva 2013,red,3.8,15.99,Portugal,Dão,//images.vivino.com/thumbs/Fu1dfxpKSECs05FHf9VD9Q_pl_480x640.png
1974261,Quinta da Ponte Pedrinha,2014,Quinta da Ponte Pedrinha Touriga Nacional 2014,red,3.8,14.71,Portugal,Dão,//images.vivino.com/thumbs/fTQALnB9RJaG21OfqR40lA_pl_480x640.png
1794953,Fonte do Ouro,2014,Fonte do Ouro Touriga Nacional 2014,red,4.1,19.75,Portugal,Dão,//images.vivino.com/thumbs/xzrw2U4CQ-yN7Ei8m3K-eg_pl_480x640.png
1188780,Quinta de Cidrô,2011,Quinta de Cidrô Chardonnay Reserva 2011,white,3.7,13.95,Portugal,Duriense,//images.vivino.com/thumbs/CV9lFMlyTbKji5E27zNrxw_pl_480x640.png
1272103,Quinta Nova de Nossa Senhora do Carmo,2009,Quinta Nova de Nossa Senhora do Carmo Grainha Reserva Branco 2009,white,3.6,14.95,Portugal,Douro,//images.vivino.com/thumbs/9sqOLnzQQmGRFYTvKXCudQ_pl_480x640.png
1243472,Aliança,2018,Aliança Alabastro Branco 2018,white,3.5,4.63,Portugal,Alentejano,//images.vivino.com/thumbs/hvRTnj8JTI-hAbGkXWhQMg_pl_480x640.png
1314401,Casal Sta. Maria,2019,Casal Sta. Maria Sauvignon Blanc 2019,white,3.9,14.61,Portugal,Lisboa,//images.vivino.com/labels/2odKq28QSUChnhl4gzjRXA.jpg
1227972,Burmester,2019,Burmester Tavedo Douro 2019,red,3.5,3.5,Portugal,Douro,//images.vivino.com/thumbs/BbueWpmZTyOKsNB2wJCJ_g_pl_480x640.png
1266125,Quinta do Fojo,2015,Quinta do Fojo Tinto 2015,red,4.4,44.5,Portugal,Douro,//images.vivino.com/thumbs/Gguufan6QaKuExiEORkwhg_pl_480x640.png
1389467,Quinta do Filoco,2017,Quinta do Filoco Tinto 2017,red,3.7,5.7,Portugal,Douro,//images.vivino.com/labels/LoLh5mJyQYu_RfnITiz0kg.jpg
1207715,Lagoalva,2018,Lagoalva Reserva 2018,red,3.9,6.36,Portugal,Tejo,//images.vivino.com/thumbs/RrzBIrFvQVOdsn4ylKBboQ_pl_480x640.png
1235048,Adega Cooperativa de Borba,2018,Adega Cooperativa de Borba Alentejo Reserva Tinto 2018,red,4.1,10.54,Portugal,Alentejo,//images.vivino.com/thumbs/BVPmKqmTR6yX57A8lA1bSA_pl_480x640.png
1695575,Vila Real,2018,Vila Real Tinto 2018,red,3.7,2.95,Portugal,Douro,//images.vivino.com/thumbs/p3jlxFNpTx-ppVW30BMmlQ_pl_480x640.png
6170444,Portugal Boutique Winery,2016,Portugal Boutique Winery Guyot 2016,white,3.8,21.0,Portugal,Douro,//images.vivino.com/labels/yGGslaC2TtCw44GyCcpCog.jpg
1105380,Esporão,2013,Esporão Palmeiras Tinto 2013,red,4.0,34.0,Portugal,Alentejo,//images.vivino.com/thumbs/h-TxBuf8TJag8E3OTr1nmQ_pl_480x640.png
9512754,Esporão,2014,Esporão Canto do Zé Cruz 2014,red,4.3,27.99,Portugal,Alentejo,//images.vivino.com/labels/LBfw04SxQl2n8zHnOot5rA.jpg
5190502,Zom,2015,Zom Grande Reserva 2015,red,3.9,14.95,Portugal,Douro,//images.vivino.com/labels/XXPWG6AfQMqAhpquGdj8LQ.jpg
5172371,Herdade das Servas,2015,Herdade das Servas Sem Barrica Tinto 2015,red,3.9,12.95,Portugal,Alentejano,//images.vivino.com/labels/Zq5zKoTfSsuJ5kXVOc7qSA.jpg
2241185,C. da Silva,2016,C. da Silva Dalva Colheita Branco 2016,white,3.4,4.99,Portugal,Douro,//images.vivino.com/thumbs/KMjkb33MSReH7O-6SJs9Ww_pl_480x640.png
1274518,Artefacto,2018,Artefacto Tinto 2018,red,3.5,5.49,Portugal,Alentejano,//images.vivino.com/labels/IG6Q2yS0Q9-ehkEgwz0TXg.jpg
3806688,Pátria,2017,Pátria Alentejo Selection 2017,red,3.6,6.2,Portugal,Alentejo,//images.vivino.com/labels/wMUNTejDSkmloWGHgN0Z8g.jpg
3350140,Couquinho,2018,Couquinho Superior Branco 2018,white,3.9,26.7,Portugal,Douro,//images.vivino.com/labels/chBNIPMsRg-SPCaov9sZFA.jpg
1229226,Herdade dos Coteis,2019,Herdade dos Coteis Tinto 2019,red,3.8,4.5,Portugal,Alentejano,//images.vivino.com/labels/ofMqBItYRheDO1EqlQVnlw.jpg
1229226,Herdade dos Coteis,2018,Herdade dos Coteis Tinto 2018,red,3.6,5.5,Portugal,Alentejano,//images.vivino.com/labels/TMhUmFGJReC3dxm-ybfjTg.jpg
2405775,Paulo Laureano,2019,Paulo Laureano Premium Vinhas Velhas Tinto 2019,red,3.8,6.9,Portugal,Alentejo,//images.vivino.com/thumbs/fBoexOJsSfGUczu77dQtcw_pl_480x640.png
1212857,Quinta do Crasto,2008,Quinta do Crasto Vintage Port 2008,fortified,4.1,82.75,Portugal,Porto,//images.vivino.com/thumbs/0wmDp5mrR0-WSNkWpCFIvg_pl_480x640.png
3071063,Carlos Lucas,2012,Carlos Lucas 20 Anos 2012,red,4.5,70.25,Portugal,Dão,//images.vivino.com/thumbs/W6IN5P_NQqez0UegE8xabA_pl_480x640.png
3830208,Quinta de Ventozelo,2019,Quinta de Ventozelo Viosinho 2019,white,3.6,11.49,Portugal,Douro,//images.vivino.com/thumbs/nSZ33wnIRsqtXSGIdyy_fg_pl_480x640.png
7935660,Quinta do Monte d'Oiro,2016,Quinta do Monte d'Oiro Vindima de 13 de Outubro 2016,white,4.1,41.25,Portugal,Lisboa,//images.vivino.com/labels/CkJXHF1XQxSXkQsASz04QQ.jpg
7664098,Quinta Nova de Nossa Senhora do Carmo,2017,Quinta Nova de Nossa Senhora do Carmo Aeternus 2017,red,4.4,138.0,Portugal,Douro,//images.vivino.com/thumbs/wnJxg6wUS5eaik3T8XY8aA_pl_480x640.png
2805253,António Saramago,2018,António Saramago Winemaker Tinto 2018,red,4.0,7.3,Portugal,Península de Setúbal,//images.vivino.com/thumbs/0HgW4D4VRjaY3X7aUityiA_pl_480x640.png
1131031,Quinta de Gomariz,2019,Quinta de Gomariz Avesso 2019,white,4.1,6.42,Portugal,Vinho Verde,//images.vivino.com/thumbs/VxeUh6LPSmqxbDnlxknk_Q_pl_480x640.png
1828934,Marcio Lopes,2019,Marcio Lopes Pequenos Rebentos Alvarinho 2019,white,4.0,9.95,Portugal,Vinho Verde,//images.vivino.com/thumbs/5hx8fG9FQde0XzeksfI2Cw_pl_480x640.png
1626602,Horta Osorio,2015,Horta Osorio Tinto 2015,red,3.9,26.0,Portugal,Douro,//images.vivino.com/labels/-62oRcxhQn6dzMKH3tIFGQ.jpg
2298235,Monte Cascas,2013,Monte Cascas Grande Reserva Douro Tinto 2013,red,3.8,21.5,Portugal,Douro,//images.vivino.com/labels/ArN1vaHsQRegGlJMwq_rSA.jpg
1202749,Quinta do Sanguinhal,2015,Quinta do Sanguinhal Touriga Nacional 2015,red,3.9,11.0,Portugal,Lisboa,//images.vivino.com/labels/YqqILOWaTsSvvR0oC95rVg.jpg
3093418,Quinta do Cerro da Nora,2011,Quinta do Cerro da Nora Douro Grande Riserva 2011,red,4.3,20.5,Portugal,Douro,//images.vivino.com/labels/XZs-kAodQLiD9jDrDMu9FQ.jpg
2468920,Castello d'Alba,2017,Castello d'Alba Douro Limited Edition 2017,red,3.9,21.5,Portugal,Douro,//images.vivino.com/thumbs/HTqag7rHTmqHD3Lq9Y16kw_pl_480x640.png
1724835,Quinta Casa Amarela,2015,Quinta Casa Amarela II Terroir Branco 2015,white,3.7,14.49,Portugal,Douro,//images.vivino.com/labels/lxEaxtKkThu5xURRIojpjQ.jpg
1239636,Herdade do Sobroso,2017,Herdade do Sobroso Tinto 2017,red,3.9,17.29,Portugal,Alentejano,//images.vivino.com/thumbs/ShvmJ73XSnaBFqa5Xnew9A_pl_480x640.png
1881233,Montaria,2013,Montaria Grande Escolha 2013,red,4.0,17.0,Portugal,Alentejo,//images.vivino.com/labels/5GjjyzoqTWC1c64fwi3p3w.jpg
1169273,Quinta do Passadouro,2018,Quinta do Passadouro Passa Tinto 2018,red,3.8,7.86,Portugal,Douro,//images.vivino.com/thumbs/fL0XHoYJS6y02BNgX-_pnA_pl_480x640.png
5993072,Pessegueiro,2015,Pessegueiro Barro Vermelho Touriga Nacional 2015,red,4.0,17.5,Portugal,Douro,//images.vivino.com/labels/RoR8L7APTyOwS_2qDIY-5w.jpg
1313936,Casa Ermelinda Freitas,2018,Casa Ermelinda Freitas Merlot Reserva 2018,red,4.2,9.99,Portugal,Península de Setúbal,//images.vivino.com/thumbs/plY0afSFRPyO_eFPZOc1UA_pl_480x640.png
5980678,Arrepiado Velho,2015,Arrepiado Velho Amma Red 2015,red,4.6,113.0,Portugal,Alentejo,//images.vivino.com/thumbs/k68G09yWQh-3eptkLuFHuw_pl_480x640.png
1189822,Barros,1982,Barros Colheita Porto 1982,fortified,4.5,56.5,Portugal,Porto,//images.vivino.com/thumbs/e3HOlT52QjW-XiG4WQy-4Q_pl_480x640.png
1915147,Casa Santos Lima,2014,Casa Santos Lima Touriz Tinto 2014,red,3.6,49.95,Portugal,Lisboa,//images.vivino.com/thumbs/pGMTplS8QbqLtx-t8C2Awg_pl_480x640.png
1192279,Muxagat,2015,Muxagat Douro Tinto 2015,red,3.8,12.95,Portugal,Douro,//images.vivino.com/thumbs/6uv8arZATzqf_DqLSfWlDw_pl_480x640.png
6897402,Barbeito,2017,Barbeito Verdelho 2017,white,3.8,29.95,Portugal,Madeira,//images.vivino.com/thumbs/93RsvrZqTrykZfTN5rbyAA_pl_480x640.png
6950382,Ládano,2016,Ládano Tinto 2016,red,4.2,13.41,Portugal,Douro,//images.vivino.com/labels/09DydbCIS-CcaEyucHNtXg.jpg
1136261,Poças,1996,Poças Colheita Port 1996,fortified,4.1,46.95,Portugal,Porto,//images.vivino.com/thumbs/zCk-_J_gTbex5RafB5gB0A_pl_480x640.png
1136061,Krohn,1961,Krohn Colheita Port 1961,fortified,4.7,695.0,Portugal,Porto,//images.vivino.com/thumbs/5Jex0HJzQi6aK_UZHXtQtA_pl_480x640.png
76378,Burmester,1975,Burmester Colheita Port 1975,fortified,4.5,94.56,Portugal,Porto,//images.vivino.com/thumbs/gEj2IcxrQrydjxMfYw7fvQ_pl_480x640.png
1283295,Adega de Portalegre Winery,2018,Adega de Portalegre Winery Conventual Tinto 2018,red,3.5,4.5,Portugal,Alentejano,//images.vivino.com/thumbs/6733aZ0zSKS6ufDtD-sIlA_pl_480x640.png
1222370,Quinta do Cerrado,2014,Quinta do Cerrado Reserva 2014,red,3.5,8.79,Portugal,Dão,//images.vivino.com/thumbs/GNl59rqjTsiCRNTLfqm3bg_pl_480x640.png
6710095,Titan of Douro,2017,Titan of Douro Estágio em Barro 2017,red,4.3,40.0,Portugal,Douro,//images.vivino.com/labels/2Npe7MENRvq8O7c6j9vj3w.jpg
2621119,João Clara,2017,João Clara Reserva 2017,red,4.4,19.5,Portugal,Algarve,//images.vivino.com/thumbs/__AbhWwrRCukSQJciOgWxA_pl_480x640.png
2039720,Borges,2016,Borges Reserva Douro Tinto 2016,red,4.3,18.95,Portugal,Douro,//images.vivino.com/thumbs/CrivAiLnSqiU4CXc4me4NA_pl_480x640.png
7199688,Quinta da Pedra Escrita,2017,Quinta da Pedra Escrita Tinto 2017,red,4.1,16.95,Portugal,Douro,//images.vivino.com/thumbs/BB8G9v8zRp-i1MARa16IIw_pl_480x640.png
7106297,Herdade das Servas,2010,Herdade das Servas Garrafeira 2010,red,4.7,84.5,Portugal,Alentejano,//images.vivino.com/labels/x434FPVRQrKGFwYOZuaLMA.jpg
8453535,Bacalhôa,2016,Bacalhôa Touriga Nacional 2016,red,3.5,9.75,Portugal,Dão,//images.vivino.com/labels/jViks0cGSzec8vicHT1xTQ.jpg
1183132,Quinta da Revolta,2015,Quinta da Revolta Reserva Tinto 2015,red,3.8,12.95,Portugal,Douro,//images.vivino.com/thumbs/3Kg161_JS5CvSgGQAi9zaw_pl_480x640.png
3909762,Horta Osorio,2015,Horta Osorio Grande Escolha 2015,red,4.2,42.95,Portugal,Douro,//images.vivino.com/labels/BCinJckUT3GEaE8e6Qozpg.jpg
7235829,Villa Alvor,2018,Villa Alvor Sauvignon Blanc 2018,white,3.9,5.95,Portugal,Algarve,//images.vivino.com/labels/q1do67okQQqXQ2BvMZ1yew.jpg
4833949,Quinta de Pancas,2015,Quinta de Pancas Arinto Reserva Branco 2015,white,3.7,14.5,Portugal,Lisboa,//images.vivino.com/labels/NW0_dfYsQYSOblAI5316wg.jpg
2061576,Cabrita,2017,Cabrita Tinto 2017,red,3.9,8.9,Portugal,Algarve,//images.vivino.com/labels/_k-04lgtRLOm3CgpyYQw7A.jpg
4985780,Maçanita,2019,Maçanita Touriga Nacional em Rosé 2019,rosé,4.0,8.5,Portugal,Douro,//images.vivino.com/thumbs/cVcfPltsSMaP1zly24_qDA_pl_480x640.png
8216625,Aveleda,2018,Aveleda Parcela do Roseiral 2018,white,4.2,19.95,Portugal,Minho,//images.vivino.com/thumbs/za--DecrTsy-1hWv6lSR7A_pl_480x640.png
1459609,Cottas,2014,Cottas Reserva Tinto 2014,red,4.0,14.0,Portugal,Douro,//images.vivino.com/thumbs/n2dOk9G9RxurA99DBBZfAw_pl_480x640.png
1149924,Aneto,2010,Aneto Colheita Tardia 2010,dessert,4.0,38.5,Portugal,Douro,//images.vivino.com/labels/CzzeTk-gR9mEi5sCofxVIA.jpg
4733343,CM,2015,CM Allgodao Branco 2015,white,3.8,6.72,Portugal,Dão,//images.vivino.com/thumbs/GZv6N0JiSWWR0rcv0CHyqQ_pl_480x640.png
7532493,Manz,2017,Manz Dona Fátima Reserva 2017,white,4.1,21.95,Portugal,Lisboa,//images.vivino.com/labels/LepBTsnlQ7eZKB7ru6kF6w.jpg
1906694,Pedra Cancela,2018,Pedra Cancela Seleção do Enólogo Tinto 2018,red,3.7,4.95,Portugal,Dão,//images.vivino.com/thumbs/Z1DebkCaQKazgK_tR5N6NA_pl_480x640.png
1526808,Quinta do Pinto,2018,Quinta do Pinto Vinhas do Lasso Colheita Seleccionada Branco 2018,white,3.9,7.34,Portugal,Alenquer,//images.vivino.com/thumbs/bTS0gx2VQc-OXW0OqKneEg_pl_480x640.png
1197287,Palacio da Brejoeira,2017,Palacio da Brejoeira Alvarinho Vinho Verde 2017,white,4.3,47.95,Portugal,Vinho Verde,//images.vivino.com/thumbs/rdLFWITRS8iyO_g9PZFlIg_pl_480x640.png
5488869,Pegos Claros,2017,Pegos Claros Blanc de Noirs Castelão 2017,white,4.0,12.9,Portugal,Palmela,//images.vivino.com/labels/BuxshLXsQlW4vaK95OdVMg.jpg
2364271,Manz,2016,Manz Pomar do Espírito Santo Reserva 2016,red,4.1,29.95,Portugal,Lisboa,//images.vivino.com/thumbs/uds-3uHhSeapmEu2EbKtjQ_pl_480x640.png
1612878,Herdade Grande,2017,Herdade Grande Gerações Colheita Seleccionada Branco 2017,white,3.8,9.55,Portugal,Alentejano,//images.vivino.com/thumbs/UY3d3b00Roqmcm_-RgdvIg_pl_480x640.png
76415,Lemos,2013,Lemos Jaen 2013,red,3.9,17.5,Portugal,Silgueiros,//images.vivino.com/thumbs/mfdXD1dRS1iifHikRGuA1g_pl_480x640.png
1308697,Ramos Pinto,2016,Ramos Pinto Reserva Duas Quintas Tinto 2016,red,4.3,36.0,Portugal,Douro,//images.vivino.com/thumbs/GSJLPK27ScKnbKJdOWx7gg_pl_480x640.png
1598998,Taylor's,1967,Taylor's Very Old Single Harvest Port 1967,fortified,4.7,338.44,Portugal,Porto,//images.vivino.com/labels/rqLQJxtSRUupr4aF1SeakA.jpg
1149238,Poças,2015,Poças Late Bottled Vintage Porto 2015,fortified,3.9,16.0,Portugal,Porto,//images.vivino.com/thumbs/y5679F73RTKKkB96x8gnyQ_pl_480x640.png
1180569,Quevedo,2014,Quevedo Late Bottled Vintage Port 2014,fortified,3.9,17.9,Portugal,Porto,//images.vivino.com/thumbs/QqJbwqoASu23B438vpQsXw_pl_480x640.png
5261703,Alves de Sousa,2015,Alves de Sousa Branco da Gaivosa Grande Reserve 2015,white,4.1,29.0,Portugal,Douro,//images.vivino.com/labels/mzOXAT5gTY-6lzA6Mu8J7Q.jpg
6449030,Quinta da Devesa,2013,Quinta da Devesa Reserva Tinto 2013,red,4.5,11.35,Portugal,Douro,//images.vivino.com/labels/F7WSUDPzTAC9CFptc_15mQ.jpg
1420113,Casa Cadaval,2013,Casa Cadaval Marquesa de Cadaval 2013,red,4.4,29.95,Portugal,Ribatejo,//images.vivino.com/thumbs/U0VToqj-SAG9duPceBJJmw_pl_480x640.png
1721323,Alves de Sousa,2008,Alves de Sousa Reserva Pessoal Tinto 2008,red,4.4,59.9,Portugal,Douro,//images.vivino.com/thumbs/4Kg_WXtCTI2pAbHbJGp1wQ_pl_480x640.png
2597751,Quinta do Pégo,2015,Quinta do Pégo Douro Signature 2015,red,4.2,40.0,Portugal,Douro,//images.vivino.com/labels/oSDV7iiwQhCuvfvNLPhMpQ.jpg
1605573,São Domingos,2015,São Domingos Volúpia 2015,white,3.8,5.95,Portugal,Bairrada,//images.vivino.com/labels/wPQYzfFEQaSi_kf_qpDQXw.jpg
1130542,Evel,2016,Evel Douro Tinto 2016,red,3.7,5.59,Portugal,Douro,//images.vivino.com/thumbs/ufgEdkriRp6ndEZIhD78fQ_pl_480x640.png
1605573,São Domingos,2019,São Domingos Volúpia 2019,white,4.0,6.6,Portugal,Bairrada,//images.vivino.com/labels/2dFdrCqPSkWPBtvhMQ4zQg.jpg
1270110,H. M. Borges,1990,H. M. Borges Sercial Madeira 1990,fortified,4.4,104.9,Portugal,Madeira,//images.vivino.com/labels/zHZm5IpATTaddOY8fepBVw.jpg
1136448,Quinta do Portal,2011,Quinta do Portal Vintage Port 2011,fortified,4.0,145.9,Portugal,Porto,//images.vivino.com/thumbs/PcvZaknfTvCs53UYc8HEFg_pl_480x640.png
1183145,Quinta da Lapa,2016,Quinta da Lapa Reserva 2016,red,4.0,14.0,Portugal,Tejo,//images.vivino.com/thumbs/3Tm7fLU5TCG5ELOgC0l2NQ_pl_480x640.png
3980225,Lagoalva,2016,Lagoalva Barrel Selection Tinto 2016,red,3.6,10.31,Portugal,Tejo,//images.vivino.com/labels/sgtTIJYcQt2b4GmgtXFM0w.jpg
1523548,Herdade da Farizoa,2008,Herdade da Farizoa Grande Escolha 2008,red,3.7,39.95,Portugal,Alentejano,//images.vivino.com/thumbs/udbiO8fPQTq9JP9-F2cq2Q_pl_480x640.png
2423194,Casal Sta. Maria,2014,Casal Sta. Maria Malvasia 2014,white,3.5,32.95,Portugal,Lisboa,//images.vivino.com/labels/ghuuZ-t3Q36FsYlSkGG6bA.jpg
1221836,Fiuza,2019,Fiuza 3 Castas Tinto 2019,red,3.4,4.0,Portugal,Tejo,//images.vivino.com/thumbs/SQjrMKWUSNGTAOhTXSLzbA_pl_480x640.png
4792774,Monte Cascas,2012,Monte Cascas Vinha das Lameiras 2012,red,4.3,35.0,Portugal,Douro,//images.vivino.com/labels/DMzEjGLdSve839ClN4qZng.jpg
1195317,Alves de Sousa,2012,Alves de Sousa Quinta da Gaivosa LBV Port 2012,fortified,4.2,95.0,Portugal,Porto,//images.vivino.com/thumbs/bM3nvzbvQXm-_bC33rdtMA_pl_480x640.png
1378527,Folias de Baco,2015,Folias de Baco Olho no Pé Reserva Pinot Noir 2015,red,3.8,16.0,Portugal,Duriense,//images.vivino.com/labels/kV3Jt_0vQpyHiIoYDYAHmQ.jpg
75651,Encontro,2012,Encontro Q do E Preto Branco Reserva 2012,red,3.7,25.95,Portugal,Bairrada,//images.vivino.com/thumbs/M_8Cb-07SGmtcV1aV2C-1A_pl_480x640.png
3127783,Quinta Vale d'Aldeia,2014,Quinta Vale d'Aldeia Reserva Branco 2014,white,4.0,28.55,Portugal,Douro,//images.vivino.com/thumbs/Pqz8grX7T0yizn9YgRtoMg_pl_480x640.png
2646730,Quinta de São Sebastião,2014,Quinta de São Sebastião Colheita 2014,red,3.6,6.95,Portugal,Lisboa,//images.vivino.com/labels/0qFqZbuGR9aZt8NIgB1yTw.jpg
2309624,Conceito,2016,Conceito Contraste Branco 2016,white,3.6,8.88888888888889,Portugal,Douro,//images.vivino.com/thumbs/qJPLMNMGRsCw3EJJJ9HQIw_pl_480x640.png
1175183,Conceito,2016,Conceito Branco 2016,white,4.1,27.9,Portugal,Douro,//images.vivino.com/thumbs/srMvfD8PS820K_zuTEclqA_pl_480x640.png
1988268,Quinta do Monte d'Oiro,2016,Quinta do Monte d'Oiro Lybra Rosé 2016,rosé,3.8,7.99,Portugal,Lisboa,//images.vivino.com/thumbs/YmvTmaKjQfOVunNou-1fkQ_pl_480x640.png
1543130,Quinta do Monte d'Oiro,2016,Quinta do Monte d'Oiro Lybra White 2016,white,3.6,7.0,Portugal,Lisboa,//images.vivino.com/thumbs/aQeVifGXRaOIR7sj1ePRfg_pl_480x640.png
1559843,Joao Portugal Ramos,2016,Joao Portugal Ramos Alvarinho Monção e Melgaço 2016,white,3.8,10.0,Portugal,Monção e Melgaço,//images.vivino.com/thumbs/mkuU4QjfQSajo4ttqWoCgw_pl_480x640.png
1166848,Niepoort,2016,Niepoort Redoma Rosé 2016,rosé,3.7,10.95,Portugal,Douro,//images.vivino.com/thumbs/DOd9dxc2RP2oCInTG2rgCA_pl_480x640.png
2365058,Terra d'Alter,2016,Terra d'Alter Touriga Nacional Alentejano 2016,red,3.5,3.99,Portugal,Alentejano,//images.vivino.com/thumbs/AOyxEXjOS5WZYwkxy7sDbg_pl_480x640.png
1148718,Cabriz,2012,Cabriz Dão Reserva 2012,red,3.7,7.95,Portugal,Dão,//images.vivino.com/thumbs/CriRUDPLTdya4EThOK_SgQ_pl_480x640.png
76099,Quinta dos Carvalhais,2015,Quinta dos Carvalhais Dão Colheita Tinto 2015,red,3.7,7.95,Portugal,Dão,//images.vivino.com/thumbs/FAZC-V-ITSGtqxfk5iryng_pl_480x640.png
1169008,Wine & Soul,2015,Wine & Soul Pintas Vintage Port 2015,fortified,4.2,57.5,Portugal,Porto,//images.vivino.com/thumbs/iQlj-yPWQXy-XdKlHaW3IQ_pl_480x640.png
1543130,Quinta do Monte d'Oiro,2017,Quinta do Monte d'Oiro Lybra White 2017,white,3.7,7.0,Portugal,Lisboa,//images.vivino.com/thumbs/aQeVifGXRaOIR7sj1ePRfg_pl_480x640.png
1183012,Quintas de Melgaço,2017,Quintas de Melgaço Torre de Menagem Alvarinho - Trajadura 2017,white,3.8,9.95,Portugal,Vinho Verde,//images.vivino.com/thumbs/zD_3oVhaQ_qCbUmuP1G9Ig_pl_480x640.png
1671895,Salvador,2017,Salvador Portal da Calçada Reserva Vinho Verde 2017,white,3.8,5.5,Portugal,Vinho Verde,//images.vivino.com/thumbs/cnch5d90RwCPdP_uD7gr7w_pl_480x640.png
1319400,Casa Ferreirinha,2013,Casa Ferreirinha Antónia Adelaide Ferreira Douro 2013,red,3.8,105.25,Portugal,Douro,//images.vivino.com/thumbs/nzrtgVQCQeeMem8bOSYe4g_pl_480x640.png
4250789,Pormenor,2016,Pormenor Branco 2016,white,3.8,14.95,Portugal,Douro,//images.vivino.com/labels/TpYspVyNQ5Sb7l2py_y0VA.jpg
4683754,Monte Da Cal,2013,Monte Da Cal Saturnino Grande Reserva Branco 2013,white,3.9,11.9,Portugal,Alentejo,//images.vivino.com/labels/AFkDCQUZTnSmrD2xCE2KxA.jpg
1659223,Quinta do Portal,2015,Quinta do Portal Verdelho - Sauvignon Blanc Duriense 2015,white,3.8,8.5,Portugal,Duriense,//images.vivino.com/thumbs/7pJVqWIgSXeWP9YDdNff7w_pl_480x640.png
3948503,Salvador,2016,Salvador Quinta da Calçada Vinhas Velhas Branco 2016,white,4.2,25.95,Portugal,Vinho Verde,//images.vivino.com/thumbs/rBJXhos-QP-rTe5lKKU6YA_pl_480x640.png
1163791,Monte Branco,2015,Monte Branco Alento Tinto 2015,red,3.7,35.0,Portugal,Alentejo,//images.vivino.com/thumbs/iScRupQmSnSmDWyuexEwtQ_pl_480x640.png
1177331,Quinta do Vallado,2013,Quinta do Vallado Reserva (Field Blend) 2013,red,4.1,35.0,Portugal,Douro,//images.vivino.com/thumbs/YAdM_FWxTSmqLZ0wcj5aCw_pl_480x640.png
4270764,Quinta de Santiago,2015,Quinta de Santiago Reserva Alvarinho 2015,white,4.0,15.95,Portugal,Monção e Melgaço,//images.vivino.com/thumbs/Mzv5ZeOYQb2KXB2x5t3mjg_pl_480x640.png
1272205,Quinta Nova de Nossa Senhora do Carmo,2015,Quinta Nova de Nossa Senhora do Carmo Douro Grande Reserva Referéncia 2015,red,4.4,59.5,Portugal,Douro,//images.vivino.com/thumbs/oxqOx5sqRPCqOnYKDmRxZg_pl_480x640.png
1169521,Bucaco,2013,Bucaco Tinto Reservado 2013,red,4.2,41.95,Portugal,Vinho de Portugal,//images.vivino.com/thumbs/zJUV2Gb_Q_SR1tC_Epk9JQ_pl_480x640.png
2867649,Titular,2016,Titular Reserva 2016,red,3.8,12.0,Portugal,Dão,//images.vivino.com/thumbs/zFRyYRcAQrCG9ID2wHtmrA_pl_480x640.png
